loss,base_rate,auc,brier_raw,brier_cal,tau,lift_devtau,in_cash_devtau,lift_forced_decile,false_alarm_forced,maxdd_forced,maxdd_bh
2%,0.46582278481012657,0.5320871110653205,0.28019276954313876,0.24848154839080824,0.46,0.0,0.0,-0.016028370494420963,0.5723270440251572,-0.29351402483660954,-0.41124090040543015
5%,0.1930379746835443,0.4823529411764706,0.3433064835937114,0.1563937028463711,0.22,0.0,0.0,-0.09135720047208928,0.559748427672956,-0.30782130560727716,-0.41124090040543015
