q,n,median,mean,q25,q75,min,max,frac_positive,frac_above_0p10,pearson_r_vs_cutoff
0.6,49,0.02131430557778602,-0.04339567019729825,-0.21234393884373237,0.11013195146507315,-0.28551775470886787,0.2879492642827488,0.5102040816326531,0.30612244897959184,0.7618592026850541
0.65,49,-0.0939386910045118,-0.07517261692688308,-0.22612624733854736,0.01953284320289206,-0.2984034028719774,0.30769499291925495,0.30612244897959184,0.16326530612244897,0.8017758041342615
0.7,49,-0.09236479835373346,-0.11376672066063391,-0.25039137560680513,-0.032963525585838926,-0.34245873328284027,0.30702084470693025,0.20408163265306123,0.10204081632653061,0.811679103764606
0.75,49,0.018548384178327715,0.0016767889194845354,-0.055344056736876035,0.05498539541608782,-0.2794326453532925,0.19118103760712346,0.5510204081632653,0.10204081632653061,-0.19100887922586346
0.8,49,-0.18844077937189097,-0.21143725658325607,-0.4188408713094235,-0.060791801541386414,-0.4616777942611943,0.23347614163884955,0.14285714285714285,0.061224489795918366,0.8609599908791743
0.85,49,0.13612248825055617,0.015854495273755084,-0.23004377059291803,0.24384521689265704,-0.28519373637355094,0.36875113548291893,0.5306122448979592,0.5102040816326531,0.7724198827691463
0.9,49,-0.16412366513344423,-0.16952425052622802,-0.24562124866235524,-0.12263243954822656,-0.33492587725079315,0.004957244992137122,0.02040816326530612,0.0,0.6382571469523596
