,base_rate,auc,brier_raw,brier_cal,overlay_lift,median_49,frac_pos_49
calendar (21d),0.1930379746835443,0.4823529411764706,0.3433064835937114,0.1563937028463711,-0.09135720047208928,-0.08728417720933046,0.20408163265306123
event-time (~1 event),0.13448056086679414,0.4356315741716631,0.3233323415071707,0.1245693619404602,-0.014476502684199977,-0.06494683413916169,0.42857142857142855
