series,n,mean,std,skewness,excess_kurtosis,JB stat,JB p-value,"KL vs N(mu,sigma)"
calendar (21d),4599,0.008405497205884137,0.0494320012120918,-1.7394505063061576,8.813559343922297,17204.39537565218,0.0,0.16355571732880536
event time (1 unit),4599,0.012162161954487001,0.04747256705349537,-0.5497972944344902,0.5680009735608538,293.51840622832725,1.8335295726244e-64,0.030198800850959478
