start,equity,rates,credit,commodities,em_equity,fx_usd,inflation,value,quality,vix
2020-10-29,0.07755125631243823,0.09467155220672543,0.01083669854114029,0.05719787698258778,0.03671998485692933,0.038413176630088204,-0.005383980739673604,0.4828497402326847,0.1738176263933317,0.03332606858374794
2021-01-05,0.08967550081822652,0.08290493215064715,0.02635491801320908,0.10114350774713657,0.19006408566386332,0.04626397717636635,0.012672348733818551,0.44892860370450494,-0.049856725148500036,0.0518488511407273
2021-02-23,0.07675042180206247,0.09151026464831212,0.02223903240542698,0.17345173129694696,0.13795628192642984,0.03752963927715934,0.090922297683883,0.128450772926857,0.13427353717073964,0.10691602086218258
2021-07-20,0.06348862568971328,0.16478683348663473,0.004940738173195264,0.08833641284681934,0.27074085648495966,0.024375947792356665,0.11067592812513931,0.03969795136668619,0.11586368542777432,0.11709302060672122
2021-09-29,0.1966229940791198,0.08633871509025194,0.0004169590863340234,0.10491141962942756,0.11206216187057633,0.06340195178779687,0.02510076953471689,0.13731087442392298,0.23255891407566848,0.041275240422185284
2021-10-29,0.05470399207952227,0.18209334696601098,0.038174564746691564,0.10109057555794285,0.11494404220167008,0.10562945669830923,0.08589248161899299,0.05125356136883989,0.21178613289944792,0.054431845862572145
2021-11-23,-0.02039301867918836,0.13987619179853913,0.01275736436424885,0.23959882422699422,-0.005533034221635769,0.03748401103195393,0.02277133645151667,0.03934949421010418,0.09072065907270219,0.4433681717447649
2022-01-04,0.0564605026892669,0.0018110334876345723,0.048231621158882604,0.04820545451489655,0.01950731046375556,0.030047044244596997,0.22034382676579936,-0.00472392769972269,0.5249780656060892,0.055139068768800925
2022-01-28,0.1851920458554225,0.06755590316543843,0.06672186134122789,0.06991554065603624,0.047562196497131344,0.0423394740852303,0.11212642852275086,-0.191698943442379,0.5511549958767104,0.049130497442431094
2022-02-24,0.16701930162410114,0.10747754446530473,0.11898709533540672,0.22067909563432342,0.06963006965171688,0.05903583473340149,0.12355612827377269,-0.049466701172154265,0.18173270033243133,0.0013489311216959997
2022-09-08,0.40994401544758685,0.009963035060759358,0.16622526375548127,0.08745365706368195,-0.04998003961767668,0.1840771937542584,0.05430742066125418,-0.19246967972927453,0.36464003145273854,-0.034160897848809345
2022-09-26,0.16681810695734334,0.15415684379316,0.10291524851359309,0.05632612698642368,0.06165947971243473,0.1448819507502911,0.12370476585480548,-0.008001731425627467,0.21202763513548248,-0.014488426277906304
2022-12-28,0.0526359849881472,0.1505608984281278,0.20490562603092372,0.15530053153682066,0.13576509999286684,0.19032070935642934,0.011231137035607266,0.010622043344167994,0.09451315307189236,-0.005855183784982967
2023-03-13,0.05800956556648516,-0.005274198943443203,0.11638766440116431,0.055541622158705166,0.018649144581858946,0.1023630429825542,0.3552854322989904,0.23344075543771717,-0.019115306644504955,0.08471227816047289
2024-07-12,0.10569322755342138,0.1338089298198806,-0.010568137469129026,0.043530315601110633,0.020590329187544446,0.037531499807222396,-0.004611577598956796,0.061587045586167365,0.11142251273578563,0.5010158547769534
2025-04-04,1.236895562275591,0.10874820839869567,-0.06886723331976854,0.0537855063835979,0.041568664035801145,0.10687914669886747,0.014998742591301966,-0.057090659269716994,-0.4452298998308731,0.008311962036503216
2026-03-03,-0.1089318828112892,0.028603231527637298,0.01224424780563884,0.34356096641057204,0.40049502644697627,0.02234948896405639,0.010552251216935859,0.0829694501783483,0.03772519035602634,0.17043202990509776
